,Sign,Type
1814,./lenet_images/-pKE_PjdarBDcZUBd-bN0A_2.jpg,complementary--chevron-left--g1
1815,./lenet_images/-pKE_PjdarBDcZUBd-bN0A_3.jpg,complementary--chevron-left--g1
1816,./lenet_images/-PKOyjdKoA5R_MAMl1ptOg_0.jpg,regulatory--no-left-turn--g2
1817,./lenet_images/-PKOyjdKoA5R_MAMl1ptOg_1.jpg,regulatory--no-left-turn--g2
1818,./lenet_images/-PKOyjdKoA5R_MAMl1ptOg_2.jpg,other-sign
1819,./lenet_images/-PKOyjdKoA5R_MAMl1ptOg_3.jpg,complementary--obstacle-delineator--g1
1820,./lenet_images/-PKOyjdKoA5R_MAMl1ptOg_4.jpg,other-sign
1821,./lenet_images/-PKOyjdKoA5R_MAMl1ptOg_5.jpg,other-sign
1822,./lenet_images/-PKOyjdKoA5R_MAMl1ptOg_6.jpg,complementary--obstacle-delineator--g1
1823,./lenet_images/-pL2vYn9JSkNkpOurabiQQ_0.jpg,other-sign
1824,./lenet_images/-pL2vYn9JSkNkpOurabiQQ_1.jpg,other-sign
1825,./lenet_images/-pL2vYn9JSkNkpOurabiQQ_2.jpg,other-sign
1826,./lenet_images/-plBGWZ2Dd6achUeZCQVxg_0.jpg,regulatory--maximum-speed-limit-60--g1
1827,./lenet_images/-plBGWZ2Dd6achUeZCQVxg_1.jpg,warning--railroad-crossing-without-barriers--g3
1828,./lenet_images/-plBGWZ2Dd6achUeZCQVxg_2.jpg,other-sign
1829,./lenet_images/-plBGWZ2Dd6achUeZCQVxg_3.jpg,other-sign
1830,./lenet_images/-plL0M4Rdc5rixl0cmgkPw_0.jpg,regulatory--maximum-speed-limit-10--g1
1831,./lenet_images/-plL0M4Rdc5rixl0cmgkPw_1.jpg,regulatory--no-entry--g1
1832,./lenet_images/-plL0M4Rdc5rixl0cmgkPw_2.jpg,regulatory--no-vehicles-carrying-dangerous-goods--g1
1833,./lenet_images/-plL0M4Rdc5rixl0cmgkPw_3.jpg,other-sign
1834,./lenet_images/-plL0M4Rdc5rixl0cmgkPw_4.jpg,other-sign
1835,./lenet_images/-plL0M4Rdc5rixl0cmgkPw_5.jpg,other-sign
1836,./lenet_images/-plT-QlD2MdIIbEnN0RnNg_0.jpg,regulatory--priority-road--g4
1837,./lenet_images/-plT-QlD2MdIIbEnN0RnNg_1.jpg,warning--children--g1
1838,./lenet_images/-plT-QlD2MdIIbEnN0RnNg_2.jpg,complementary--turn-left--g2
1839,./lenet_images/-plT-QlD2MdIIbEnN0RnNg_3.jpg,complementary--priority-route-at-intersection--g1
1840,./lenet_images/-plT-QlD2MdIIbEnN0RnNg_4.jpg,other-sign
1841,./lenet_images/-plT-QlD2MdIIbEnN0RnNg_5.jpg,other-sign
1842,./lenet_images/-plT-QlD2MdIIbEnN0RnNg_6.jpg,other-sign
1843,./lenet_images/-plT-QlD2MdIIbEnN0RnNg_7.jpg,other-sign
1844,./lenet_images/-plT-QlD2MdIIbEnN0RnNg_8.jpg,other-sign
1845,./lenet_images/-plT-QlD2MdIIbEnN0RnNg_9.jpg,other-sign
1846,./lenet_images/-PmV4pdjo_iT6cz3dVSXWA_0.jpg,complementary--chevron-left--g1
1847,./lenet_images/-PnrA4P08MMdvdLxObLzbg_0.jpg,other-sign
1848,./lenet_images/-PnrA4P08MMdvdLxObLzbg_1.jpg,other-sign
1849,./lenet_images/-PnrA4P08MMdvdLxObLzbg_2.jpg,other-sign
1850,./lenet_images/-pQ99WUjNEXlLCLvEOl5UQ_0.jpg,regulatory--keep-right--g1
1851,./lenet_images/-pQ99WUjNEXlLCLvEOl5UQ_1.jpg,regulatory--stop--g1
1852,./lenet_images/-pQ99WUjNEXlLCLvEOl5UQ_2.jpg,regulatory--no-right-turn--g1
1853,./lenet_images/-pQ99WUjNEXlLCLvEOl5UQ_3.jpg,warning--road-narrows-right--g1
1854,./lenet_images/-pQ99WUjNEXlLCLvEOl5UQ_4.jpg,warning--road-narrows-right--g1
1855,./lenet_images/-pQ99WUjNEXlLCLvEOl5UQ_5.jpg,other-sign
1856,./lenet_images/-PqKxWAL4vxVf421ukhC6A_0.jpg,warning--railroad-crossing-without-barriers--g4
1857,./lenet_images/-PqKxWAL4vxVf421ukhC6A_1.jpg,other-sign
1858,./lenet_images/-PqKxWAL4vxVf421ukhC6A_2.jpg,regulatory--maximum-speed-limit-45--g1
1859,./lenet_images/-PqKxWAL4vxVf421ukhC6A_3.jpg,other-sign
1860,./lenet_images/-PqKxWAL4vxVf421ukhC6A_4.jpg,complementary--go-right--g1
1861,./lenet_images/-PqKxWAL4vxVf421ukhC6A_5.jpg,complementary--chevron-left--g1
1862,./lenet_images/-psav19vCGaF_xwg8Hdseg_0.jpg,regulatory--stop--g1
1863,./lenet_images/-psav19vCGaF_xwg8Hdseg_1.jpg,regulatory--no-stopping--g15
1864,./lenet_images/-psav19vCGaF_xwg8Hdseg_2.jpg,complementary--tow-away-zone--g1
1865,./lenet_images/-psav19vCGaF_xwg8Hdseg_3.jpg,regulatory--one-way-right--g1
1866,./lenet_images/-psav19vCGaF_xwg8Hdseg_4.jpg,regulatory--one-way-left--g1
1867,./lenet_images/-psGv-jqTGWPxXYqgLlJnw_0.jpg,other-sign
1868,./lenet_images/-psGv-jqTGWPxXYqgLlJnw_1.jpg,other-sign
1869,./lenet_images/-psGv-jqTGWPxXYqgLlJnw_2.jpg,regulatory--one-way-straight--g1
1870,./lenet_images/-psGv-jqTGWPxXYqgLlJnw_3.jpg,other-sign
1871,./lenet_images/-pShuVibCqrQgRKRhsJ6nA_0.jpg,other-sign
1872,./lenet_images/-pShuVibCqrQgRKRhsJ6nA_1.jpg,other-sign
1873,./lenet_images/-pShuVibCqrQgRKRhsJ6nA_2.jpg,other-sign
1874,./lenet_images/-pShuVibCqrQgRKRhsJ6nA_3.jpg,other-sign
1875,./lenet_images/-pShuVibCqrQgRKRhsJ6nA_4.jpg,other-sign
1876,./lenet_images/-pShuVibCqrQgRKRhsJ6nA_5.jpg,other-sign
1877,./lenet_images/-pShuVibCqrQgRKRhsJ6nA_6.jpg,other-sign
1878,./lenet_images/-pShuVibCqrQgRKRhsJ6nA_7.jpg,other-sign
1879,./lenet_images/-pShuVibCqrQgRKRhsJ6nA_8.jpg,other-sign
1880,./lenet_images/-pShuVibCqrQgRKRhsJ6nA_9.jpg,other-sign
1881,./lenet_images/-pShuVibCqrQgRKRhsJ6nA_10.jpg,other-sign
1882,./lenet_images/-pShuVibCqrQgRKRhsJ6nA_11.jpg,other-sign
1883,./lenet_images/-pShuVibCqrQgRKRhsJ6nA_12.jpg,other-sign
1884,./lenet_images/-Ptin61lgGp3fC5JYUdCHg_0.jpg,warning--railroad-crossing-without-barriers--g3
1885,./lenet_images/-Ptin61lgGp3fC5JYUdCHg_1.jpg,warning--curve-right--g1
1886,./lenet_images/-Ptin61lgGp3fC5JYUdCHg_2.jpg,other-sign
1887,./lenet_images/-Pu204zZGRtGsq7mznKaGw_0.jpg,warning--crossroads--g1
1888,./lenet_images/-Pu204zZGRtGsq7mznKaGw_1.jpg,regulatory--end-of-bicycles-only--g1
1889,./lenet_images/-Pu204zZGRtGsq7mznKaGw_2.jpg,other-sign
1890,./lenet_images/-Pu204zZGRtGsq7mznKaGw_3.jpg,other-sign
1891,./lenet_images/-Pu204zZGRtGsq7mznKaGw_4.jpg,other-sign
1892,./lenet_images/-pvzegwyHK78Ddh0-leTtw_0.jpg,other-sign
1893,./lenet_images/-pvzegwyHK78Ddh0-leTtw_1.jpg,other-sign
1894,./lenet_images/-pvzegwyHK78Ddh0-leTtw_2.jpg,other-sign
1895,./lenet_images/-pvzegwyHK78Ddh0-leTtw_3.jpg,other-sign
1896,./lenet_images/-pvzegwyHK78Ddh0-leTtw_4.jpg,other-sign
1897,./lenet_images/-pwFPfEqQ40rD3w3XrGx7g_0.jpg,other-sign
1898,./lenet_images/-pwFPfEqQ40rD3w3XrGx7g_1.jpg,other-sign
1899,./lenet_images/-Px52B9g9sJ41WT4IcVFvw_0.jpg,information--pedestrians-crossing--g1
1900,./lenet_images/-Px52B9g9sJ41WT4IcVFvw_1.jpg,other-sign
1901,./lenet_images/-Pz8xWvMzoM_r0zwvIO9Yg_0.jpg,regulatory--maximum-speed-limit-50--g1
1902,./lenet_images/-Pz8xWvMzoM_r0zwvIO9Yg_1.jpg,information--parking--g1
1903,./lenet_images/-Pz8xWvMzoM_r0zwvIO9Yg_2.jpg,other-sign
1904,./lenet_images/-Pz8xWvMzoM_r0zwvIO9Yg_3.jpg,regulatory--no-overtaking--g2
1905,./lenet_images/-Pz8xWvMzoM_r0zwvIO9Yg_4.jpg,other-sign
1906,./lenet_images/-Pz8xWvMzoM_r0zwvIO9Yg_5.jpg,other-sign
1907,./lenet_images/-q3zKIFS7FI71bMPvAe-KQ_0.jpg,other-sign
1908,./lenet_images/-q3zKIFS7FI71bMPvAe-KQ_1.jpg,other-sign
1909,./lenet_images/-qcVhwIPL62N9RJCT9LOXA_0.jpg,other-sign
1910,./lenet_images/-qcVhwIPL62N9RJCT9LOXA_1.jpg,other-sign
1911,./lenet_images/-qcVhwIPL62N9RJCT9LOXA_2.jpg,other-sign
1912,./lenet_images/-QEGPeARa9gN_OKKboqYwQ_0.jpg,other-sign
1913,./lenet_images/-QEGPeARa9gN_OKKboqYwQ_1.jpg,warning--height-restriction--g2
1914,./lenet_images/-QEGPeARa9gN_OKKboqYwQ_2.jpg,regulatory--yield--g1
1915,./lenet_images/-QEGPeARa9gN_OKKboqYwQ_3.jpg,other-sign
1916,./lenet_images/-QEGPeARa9gN_OKKboqYwQ_4.jpg,other-sign
1917,./lenet_images/-QEGPeARa9gN_OKKboqYwQ_5.jpg,other-sign
1918,./lenet_images/-QEGPeARa9gN_OKKboqYwQ_6.jpg,other-sign
1919,./lenet_images/-QEGPeARa9gN_OKKboqYwQ_7.jpg,other-sign
1920,./lenet_images/-QEGPeARa9gN_OKKboqYwQ_8.jpg,other-sign
1921,./lenet_images/-QEGPeARa9gN_OKKboqYwQ_9.jpg,other-sign
1922,./lenet_images/-qfB4cdB_j1XTCzu-QeIVg_0.jpg,warning--railroad-crossing-without-barriers--g4
1923,./lenet_images/-qfB4cdB_j1XTCzu-QeIVg_1.jpg,other-sign
1924,./lenet_images/-qhzYlHwjsJhIz8TBGW1Zw_0.jpg,regulatory--maximum-speed-limit-50--g1
1925,./lenet_images/-qhzYlHwjsJhIz8TBGW1Zw_1.jpg,information--parking--g1
1926,./lenet_images/-qhzYlHwjsJhIz8TBGW1Zw_2.jpg,other-sign
1927,./lenet_images/-qhzYlHwjsJhIz8TBGW1Zw_3.jpg,regulatory--yield--g1
1928,./lenet_images/-qhzYlHwjsJhIz8TBGW1Zw_4.jpg,other-sign
1929,./lenet_images/-qhzYlHwjsJhIz8TBGW1Zw_5.jpg,other-sign
1930,./lenet_images/-qhzYlHwjsJhIz8TBGW1Zw_6.jpg,other-sign
1931,./lenet_images/-qhzYlHwjsJhIz8TBGW1Zw_7.jpg,regulatory--roundabout--g1
1932,./lenet_images/-qhzYlHwjsJhIz8TBGW1Zw_8.jpg,other-sign
1933,./lenet_images/-qhzYlHwjsJhIz8TBGW1Zw_9.jpg,other-sign
1934,./lenet_images/-qhzYlHwjsJhIz8TBGW1Zw_10.jpg,other-sign
1935,./lenet_images/-qhzYlHwjsJhIz8TBGW1Zw_11.jpg,other-sign
1936,./lenet_images/-QjzQncXCWx_jPdi0zJn6g_0.jpg,regulatory--no-heavy-goods-vehicles--g2
1937,./lenet_images/-QjzQncXCWx_jPdi0zJn6g_1.jpg,other-sign
1938,./lenet_images/-qkEI8IOHnm3NqLKociUMQ_0.jpg,regulatory--bicycles-only--g1
1939,./lenet_images/-qkEI8IOHnm3NqLKociUMQ_1.jpg,other-sign
1940,./lenet_images/-qkEI8IOHnm3NqLKociUMQ_2.jpg,other-sign
1941,./lenet_images/-qkEI8IOHnm3NqLKociUMQ_3.jpg,other-sign
1942,./lenet_images/-qkEI8IOHnm3NqLKociUMQ_4.jpg,other-sign
1943,./lenet_images/-qkEI8IOHnm3NqLKociUMQ_5.jpg,other-sign
1944,./lenet_images/-qkEI8IOHnm3NqLKociUMQ_6.jpg,other-sign
1945,./lenet_images/-QKnsXxdJHkz9zYFMpgMYA_0.jpg,regulatory--yield--g1
1946,./lenet_images/-QKnsXxdJHkz9zYFMpgMYA_1.jpg,regulatory--end-of-bicycles-only--g1
1947,./lenet_images/-QKnsXxdJHkz9zYFMpgMYA_2.jpg,other-sign
1948,./lenet_images/-QKnsXxdJHkz9zYFMpgMYA_3.jpg,other-sign
1949,./lenet_images/-QKnsXxdJHkz9zYFMpgMYA_4.jpg,other-sign
1950,./lenet_images/-QKnsXxdJHkz9zYFMpgMYA_5.jpg,other-sign
1951,./lenet_images/-QKnsXxdJHkz9zYFMpgMYA_6.jpg,other-sign
1952,./lenet_images/-qLDBMNeGGVyAxc7mGFDBw_0.jpg,other-sign
1953,./lenet_images/-qLDBMNeGGVyAxc7mGFDBw_1.jpg,warning--divided-highway-ends--g2
1954,./lenet_images/-qLDBMNeGGVyAxc7mGFDBw_2.jpg,other-sign
1955,./lenet_images/-qMkh96LJduUGdgXAI3Wkg_0.jpg,other-sign
1956,./lenet_images/-qMkh96LJduUGdgXAI3Wkg_1.jpg,other-sign
1957,./lenet_images/-qMkh96LJduUGdgXAI3Wkg_2.jpg,other-sign
1958,./lenet_images/-qMkh96LJduUGdgXAI3Wkg_3.jpg,other-sign
1959,./lenet_images/-qMkh96LJduUGdgXAI3Wkg_4.jpg,regulatory--no-u-turn--g1
1960,./lenet_images/-qn8ZcjrN00ZsPLh0MtIUA_0.jpg,other-sign
1961,./lenet_images/-qn8ZcjrN00ZsPLh0MtIUA_1.jpg,other-sign
1962,./lenet_images/-qPDdzFvyHPQeZEjVbXpdA_0.jpg,other-sign
1963,./lenet_images/-qPDdzFvyHPQeZEjVbXpdA_1.jpg,regulatory--no-parking--g1
1964,./lenet_images/-qPDdzFvyHPQeZEjVbXpdA_2.jpg,other-sign
1965,./lenet_images/-qPDdzFvyHPQeZEjVbXpdA_3.jpg,regulatory--pedestrians-only--g1
1966,./lenet_images/-qPDdzFvyHPQeZEjVbXpdA_4.jpg,information--living-street--g1
1967,./lenet_images/-qPDdzFvyHPQeZEjVbXpdA_5.jpg,complementary--except-bicycles--g1
1968,./lenet_images/-QqRHmxhAsRa-X3cu1okaQ_0.jpg,complementary--chevron-right--g1
1969,./lenet_images/-QqRHmxhAsRa-X3cu1okaQ_1.jpg,other-sign
1970,./lenet_images/-QqRHmxhAsRa-X3cu1okaQ_2.jpg,other-sign
1971,./lenet_images/-QqRHmxhAsRa-X3cu1okaQ_3.jpg,complementary--chevron-right--g1
1972,./lenet_images/-Qti4Fry1PeugBLvV1Rm1A_0.jpg,warning--other-danger--g1
1973,./lenet_images/-Qti4Fry1PeugBLvV1Rm1A_1.jpg,other-sign
1974,./lenet_images/-Qti4Fry1PeugBLvV1Rm1A_2.jpg,other-sign
1975,./lenet_images/-qwVp1yR-2hGkZzCAhnWmw_0.jpg,other-sign
1976,./lenet_images/-qwVp1yR-2hGkZzCAhnWmw_1.jpg,other-sign
1977,./lenet_images/-qwVp1yR-2hGkZzCAhnWmw_2.jpg,other-sign
1978,./lenet_images/-qwVp1yR-2hGkZzCAhnWmw_3.jpg,other-sign
1979,./lenet_images/-qwVp1yR-2hGkZzCAhnWmw_4.jpg,other-sign
1980,./lenet_images/-qwVp1yR-2hGkZzCAhnWmw_5.jpg,other-sign
1981,./lenet_images/-qwVp1yR-2hGkZzCAhnWmw_6.jpg,other-sign
1982,./lenet_images/-qwVp1yR-2hGkZzCAhnWmw_7.jpg,other-sign
1983,./lenet_images/-qwVp1yR-2hGkZzCAhnWmw_8.jpg,regulatory--no-parking--g5
1984,./lenet_images/-QYbBofqtuynyTMEhgs_7g_0.jpg,other-sign
1985,./lenet_images/-QYbBofqtuynyTMEhgs_7g_1.jpg,other-sign
1986,./lenet_images/-QYbBofqtuynyTMEhgs_7g_2.jpg,warning--bicycles-crossing--g1
1987,./lenet_images/-QYbBofqtuynyTMEhgs_7g_3.jpg,information--parking--g3
1988,./lenet_images/-QYbBofqtuynyTMEhgs_7g_4.jpg,other-sign
1989,./lenet_images/-QyEBzTTL2-GSAot1dd9vw_0.jpg,warning--height-restriction--g2
1990,./lenet_images/-QyEBzTTL2-GSAot1dd9vw_1.jpg,other-sign
1991,./lenet_images/-QyEBzTTL2-GSAot1dd9vw_2.jpg,other-sign
1992,./lenet_images/-QyEBzTTL2-GSAot1dd9vw_3.jpg,other-sign
1993,./lenet_images/-QyEBzTTL2-GSAot1dd9vw_4.jpg,other-sign
1994,./lenet_images/-QyEBzTTL2-GSAot1dd9vw_5.jpg,other-sign
1995,./lenet_images/-QZycUbAPJ6CQfGZc1lWrg_0.jpg,other-sign
1996,./lenet_images/-QZycUbAPJ6CQfGZc1lWrg_1.jpg,regulatory--reversible-lanes--g2
1997,./lenet_images/-QZycUbAPJ6CQfGZc1lWrg_2.jpg,other-sign
1998,./lenet_images/-QZycUbAPJ6CQfGZc1lWrg_3.jpg,warning--pedestrians-crossing--g4
1999,./lenet_images/-QZycUbAPJ6CQfGZc1lWrg_4.jpg,other-sign
2000,./lenet_images/-QZycUbAPJ6CQfGZc1lWrg_5.jpg,warning--pedestrians-crossing--g4
2001,./lenet_images/-QZycUbAPJ6CQfGZc1lWrg_6.jpg,regulatory--no-parking--g2
2002,./lenet_images/-r-UVhLXpacz1pirjifGlA_0.jpg,warning--pedestrian-stumble-train--g1
2003,./lenet_images/-r-UVhLXpacz1pirjifGlA_1.jpg,other-sign
2004,./lenet_images/-R4OdUwzl69TMk3ForowMQ_0.jpg,other-sign
2005,./lenet_images/-R4OdUwzl69TMk3ForowMQ_1.jpg,regulatory--no-entry--g1
2006,./lenet_images/-R4OdUwzl69TMk3ForowMQ_2.jpg,other-sign
2007,./lenet_images/-R4OdUwzl69TMk3ForowMQ_3.jpg,regulatory--no-entry--g1
2008,./lenet_images/-R4OdUwzl69TMk3ForowMQ_4.jpg,other-sign
2009,./lenet_images/-R4OdUwzl69TMk3ForowMQ_5.jpg,complementary--trucks--g1
2010,./lenet_images/-R4OdUwzl69TMk3ForowMQ_6.jpg,other-sign
2011,./lenet_images/-R4SPito_6uzUtZVBWAL5A_0.jpg,regulatory--keep-right--g1
2012,./lenet_images/-R4SPito_6uzUtZVBWAL5A_1.jpg,other-sign
2013,./lenet_images/-R4SPito_6uzUtZVBWAL5A_2.jpg,other-sign
2014,./lenet_images/-R4SPito_6uzUtZVBWAL5A_3.jpg,other-sign
2015,./lenet_images/-R4SPito_6uzUtZVBWAL5A_4.jpg,other-sign
2016,./lenet_images/-R4SPito_6uzUtZVBWAL5A_5.jpg,other-sign
2017,./lenet_images/-R4SPito_6uzUtZVBWAL5A_6.jpg,other-sign
2018,./lenet_images/-R4SPito_6uzUtZVBWAL5A_7.jpg,other-sign
2019,./lenet_images/-r5axddH7Eh1QD4pu8J3fg_0.jpg,other-sign
2020,./lenet_images/-r5axddH7Eh1QD4pu8J3fg_1.jpg,other-sign
2021,./lenet_images/-r5axddH7Eh1QD4pu8J3fg_2.jpg,other-sign
2022,./lenet_images/-r5axddH7Eh1QD4pu8J3fg_3.jpg,other-sign
2023,./lenet_images/-r5axddH7Eh1QD4pu8J3fg_4.jpg,other-sign
2024,./lenet_images/-r5axddH7Eh1QD4pu8J3fg_5.jpg,other-sign
2025,./lenet_images/-r5axddH7Eh1QD4pu8J3fg_6.jpg,other-sign
2026,./lenet_images/-R7oTUByCQO0lRQflODV2A_0.jpg,regulatory--no-turn-on-red--g1
2027,./lenet_images/-R7oTUByCQO0lRQflODV2A_1.jpg,regulatory--no-turn-on-red--g2
2028,./lenet_images/-R7oTUByCQO0lRQflODV2A_2.jpg,other-sign
2029,./lenet_images/-R7oTUByCQO0lRQflODV2A_3.jpg,other-sign
2030,./lenet_images/-R7oTUByCQO0lRQflODV2A_4.jpg,other-sign
2031,./lenet_images/-R7oTUByCQO0lRQflODV2A_5.jpg,regulatory--no-parking--g2
2032,./lenet_images/-R7oTUByCQO0lRQflODV2A_6.jpg,other-sign
2033,./lenet_images/-R7oTUByCQO0lRQflODV2A_7.jpg,other-sign
2034,./lenet_images/-R7oTUByCQO0lRQflODV2A_8.jpg,other-sign
2035,./lenet_images/-R7oTUByCQO0lRQflODV2A_9.jpg,other-sign
2036,./lenet_images/-R7oTUByCQO0lRQflODV2A_10.jpg,other-sign
2037,./lenet_images/-R7oTUByCQO0lRQflODV2A_11.jpg,other-sign
2038,./lenet_images/-R7oTUByCQO0lRQflODV2A_12.jpg,other-sign
2039,./lenet_images/-R9zGwwuOHWDYq9ErFwrhg_0.jpg,warning--crossroads--g3
2040,./lenet_images/-RaUqsR6w7ucS1-3ZnB_6w_0.jpg,warning--winding-road-first-left--g1
2041,./lenet_images/-RaUqsR6w7ucS1-3ZnB_6w_1.jpg,complementary--maximum-speed-limit-75--g1
2042,./lenet_images/-RaUqsR6w7ucS1-3ZnB_6w_2.jpg,other-sign
2043,./lenet_images/-RbwW1WfI14gtYdUByNgkA_0.jpg,warning--school-zone--g2
2044,./lenet_images/-RbwW1WfI14gtYdUByNgkA_1.jpg,other-sign
2045,./lenet_images/-RbwW1WfI14gtYdUByNgkA_2.jpg,other-sign
2046,./lenet_images/-RbwW1WfI14gtYdUByNgkA_3.jpg,other-sign
2047,./lenet_images/-RcTeq7lYcDSwFMuu1gwKA_0.jpg,information--safety-area--g2
2048,./lenet_images/-RcTeq7lYcDSwFMuu1gwKA_1.jpg,other-sign
2049,./lenet_images/-RcTeq7lYcDSwFMuu1gwKA_2.jpg,other-sign
2050,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_0.jpg,warning--pedestrians-crossing--g4
2051,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_1.jpg,other-sign
2052,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_2.jpg,other-sign
2053,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_3.jpg,regulatory--no-entry--g1
2054,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_4.jpg,other-sign
2055,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_5.jpg,other-sign
2056,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_6.jpg,other-sign
2057,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_7.jpg,warning--pedestrians-crossing--g4
2058,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_8.jpg,other-sign
2059,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_9.jpg,other-sign
2060,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_10.jpg,other-sign
2061,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_11.jpg,other-sign
2062,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_12.jpg,regulatory--priority-road--g4
2063,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_13.jpg,other-sign
2064,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_14.jpg,other-sign
2065,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_15.jpg,regulatory--yield--g1
2066,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_16.jpg,regulatory--keep-right--g4
2067,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_17.jpg,regulatory--turn-left--g2
2068,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_18.jpg,other-sign
2069,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_19.jpg,regulatory--yield--g1
2070,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_20.jpg,regulatory--yield--g1
2071,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_21.jpg,complementary--keep-right--g1
2072,./lenet_images/-rgmq1yn5WtkY_9TbHaV9w_22.jpg,other-sign
2073,./lenet_images/-rl1GJIbQtCoL46KeX1WcQ_0.jpg,other-sign
2074,./lenet_images/-rl1GJIbQtCoL46KeX1WcQ_1.jpg,warning--junction-with-a-side-road-perpendicular-right--g1
2075,./lenet_images/-rl1GJIbQtCoL46KeX1WcQ_2.jpg,other-sign
2076,./lenet_images/-rl1GJIbQtCoL46KeX1WcQ_3.jpg,complementary--trucks--g1
2077,./lenet_images/-RLOns23d2Ca7nv74pQ-jw_0.jpg,regulatory--no-parking--g1
2078,./lenet_images/-RLOns23d2Ca7nv74pQ-jw_1.jpg,other-sign
2079,./lenet_images/-RMTNRuDwg4kxGgzNxIezg_0.jpg,other-sign
2080,./lenet_images/-RMTNRuDwg4kxGgzNxIezg_1.jpg,other-sign
2081,./lenet_images/-RMVw98Z-5pwxo81h_n8KA_0.jpg,other-sign
2082,./lenet_images/-RoQjfIJ6nZfzL4kNjddjw_0.jpg,other-sign
2083,./lenet_images/-RoQjfIJ6nZfzL4kNjddjw_1.jpg,regulatory--keep-right--g1
2084,./lenet_images/-RpRI5-lWiAQRqsaX1usCQ_0.jpg,other-sign
2085,./lenet_images/-RpRI5-lWiAQRqsaX1usCQ_1.jpg,other-sign
2086,./lenet_images/-RpRI5-lWiAQRqsaX1usCQ_2.jpg,regulatory--keep-right--g4
2087,./lenet_images/-RpRI5-lWiAQRqsaX1usCQ_3.jpg,complementary--turn-left--g2
2088,./lenet_images/-RpRI5-lWiAQRqsaX1usCQ_4.jpg,other-sign
2089,./lenet_images/-RpRI5-lWiAQRqsaX1usCQ_5.jpg,other-sign
2090,./lenet_images/-RpRI5-lWiAQRqsaX1usCQ_6.jpg,other-sign
2091,./lenet_images/-RpRI5-lWiAQRqsaX1usCQ_7.jpg,other-sign
2092,./lenet_images/-RpRI5-lWiAQRqsaX1usCQ_8.jpg,other-sign
2093,./lenet_images/-RpRI5-lWiAQRqsaX1usCQ_9.jpg,other-sign
2094,./lenet_images/-RpRI5-lWiAQRqsaX1usCQ_10.jpg,other-sign
2095,./lenet_images/-RpRI5-lWiAQRqsaX1usCQ_11.jpg,other-sign
2096,./lenet_images/-RpRI5-lWiAQRqsaX1usCQ_12.jpg,other-sign
2097,./lenet_images/-RpRI5-lWiAQRqsaX1usCQ_13.jpg,other-sign
2098,./lenet_images/-RqNA0W5fw8QuAbYUvbbNA_0.jpg,regulatory--yield--g1
2099,./lenet_images/-RqNA0W5fw8QuAbYUvbbNA_1.jpg,other-sign
2100,./lenet_images/-RqNA0W5fw8QuAbYUvbbNA_2.jpg,information--pedestrians-crossing--g1
2101,./lenet_images/-RqNA0W5fw8QuAbYUvbbNA_3.jpg,information--pedestrians-crossing--g1
2102,./lenet_images/-RqNA0W5fw8QuAbYUvbbNA_4.jpg,information--pedestrians-crossing--g1
2103,./lenet_images/-RqNA0W5fw8QuAbYUvbbNA_5.jpg,information--pedestrians-crossing--g1
2104,./lenet_images/-RqNA0W5fw8QuAbYUvbbNA_6.jpg,other-sign
2105,./lenet_images/-RqNA0W5fw8QuAbYUvbbNA_7.jpg,complementary--extent-of-prohibition-area-both-direction--g1
2106,./lenet_images/-RqNA0W5fw8QuAbYUvbbNA_8.jpg,other-sign
2107,./lenet_images/-RqNA0W5fw8QuAbYUvbbNA_9.jpg,other-sign
2108,./lenet_images/-RqNA0W5fw8QuAbYUvbbNA_10.jpg,other-sign
2109,./lenet_images/-RqNA0W5fw8QuAbYUvbbNA_11.jpg,regulatory--no-parking--g1
2110,./lenet_images/-RqNA0W5fw8QuAbYUvbbNA_12.jpg,regulatory--no-stopping--g15
2111,./lenet_images/-RqNA0W5fw8QuAbYUvbbNA_13.jpg,other-sign
2112,./lenet_images/-RqNA0W5fw8QuAbYUvbbNA_14.jpg,other-sign
2113,./lenet_images/-RqNA0W5fw8QuAbYUvbbNA_15.jpg,information--pedestrians-crossing--g1
